frame,center_x,center_y,size_x,size_y
98,519.031,243.20193,500,500
99,516.2057,234.90941,500,500
100,399.2035,266.83218,500,500
101,416.88083,266.02896,500,500
102,428.44223,276.25214,500,500
103,430.19937,277.9518,500,500
104,423.10492,276.81,500,500
105,417.6257,276.65298,500,500
106,414.6026,275.99216,500,500
107,415.2389,272.0328,500,500
108,419.19675,268.33353,500,500
109,428.1316,268.10483,500,500
110,437.2791,272.88907,500,500
111,438.13788,280.39124,500,500
112,432.5751,284.70514,500,500
113,427.5106,286.3329,500,500
114,427.20978,287.19308,500,500
115,427.85083,285.0589,500,500
116,427.44168,279.7028,500,500
117,429.1109,276.47086,500,500
118,435.92932,278.73862,500,500
119,442.50473,282.7433,500,500
120,447.86133,284.59262,500,500
121,450.47574,283.334,500,500
122,452.154,282.1742,500,500
123,453.74655,278.7191,500,500
124,459.65872,275.11447,500,500
125,471.03705,272.60052,500,500
126,486.21216,270.60785,500,500
127,503.12302,274.76215,500,500
131,432.7099,235.01282,500,500
132,436.00742,228.02574,500,500
133,436.9575,218.14473,500,500
134,448.55704,216.03203,500,500
135,463.60904,217.83536,500,500
136,481.40524,228.87794,500,500
137,474.95337,233.31447,500,500
138,464.964,233.79916,500,500
139,454.19193,233.06711,500,500
140,451.58163,230.8782,500,500
141,458.65433,234.63354,500,500
142,461.26883,228.11932,500,500
143,472.69443,223.47983,500,500
144,489.8679,227.48602,500,500
145,499.58035,237.40594,500,500
146,500.04715,214.53546,500,500
147,492.2916,224.92892,500,500
148,486.9219,236.65305,500,500
149,487.11996,245.60541,500,500
150,491.15118,253.91953,500,500
151,495.74258,264.0588,500,500
152,501.45706,276.06528,500,500
153,503.68118,286.22855,500,500
154,494.18558,289.1437,500,500
155,481.50458,284.16177,500,500
156,474.62622,273.93643,500,500
157,476.95132,261.38876,500,500
158,481.46448,248.64267,500,500
159,486.00537,239.0348,500,500
160,493.19666,233.0969,500,500
161,498.31036,230.86182,500,500
162,503.7615,226.629,500,500
163,506.93158,217.94646,500,500
164,505.85645,206.44044,500,500
165,495.70847,194.83395,500,500
166,484.18826,188.34294,500,500
167,483.30792,190.36263,500,500
168,498.5805,200.74477,500,500
169,519.9583,214.61963,500,500
170,539.83276,234.6181,500,500
171,547.1129,258.40668,500,500
174,441.3388,277.9828,500,500
175,436.65506,274.83118,500,500
176,444.54688,273.31107,500,500
177,462.02603,276.26672,500,500
178,479.06528,275.87076,500,500
179,484.32898,274.3415,500,500
180,483.02005,267.55872,500,500
181,482.7844,246.70497,500,500
182,485.36252,236.20473,500,500
183,489.40112,227.09702,500,500
184,497.4961,220.297,500,500
185,507.10492,216.94464,500,500
186,514.18677,218.411,500,500
187,521.30475,223.48605,500,500
188,527.6876,228.03326,500,500
189,527.645,232.85292,500,500
190,526.3845,235.45818,500,500
191,521.6592,238.14261,500,500
192,518.4228,239.65738,500,500
